0.00190, 0.00000, 0.00000, 0.01745, -0.00014, -0.00337, 0.53954
0.05710, -0.03491, 0.00000, 0.03491, -0.00036, -0.00895, 0.53931
0.11430, -0.05236, 0.01745, 0.05236, -0.00069, -0.01462, 0.53881
0.17130, -0.06981, 0.01745, 0.06981, -0.00121, -0.02341, 0.53823
0.22730, -0.08727, 0.03491, 0.10472, -0.00228, -0.03081, 0.53740
0.28400, -0.12217, 0.05236, 0.12217, -0.00344, -0.03861, 0.53588
0.34090, -0.13963, 0.06981, 0.13963, -0.00548, -0.04937, 0.53443
0.39770, -0.15708, 0.08727, 0.15708, -0.00746, -0.05773, 0.53265
0.45360, -0.17453, 0.12217, 0.17453, -0.00981, -0.06921, 0.52970
0.51030, -0.19199, 0.13963, 0.19199, -0.01363, -0.07780, 0.52711
0.56650, -0.20944, 0.15708, 0.22689, -0.01687, -0.08627, 0.52317
0.62240, -0.24435, 0.19199, 0.24435, -0.02059, -0.09767, 0.51971
0.67840, -0.26180, 0.20944, 0.26180, -0.02604, -0.10620, 0.51584
0.73480, -0.27925, 0.24435, 0.27925, -0.03062, -0.11470, 0.51002
0.79180, -0.29671, 0.26180, 0.29671, -0.03714, -0.12566, 0.50522
0.84770, -0.31416, 0.29671, 0.33161, -0.04240, -0.13371, 0.49998
0.90360, -0.34907, 0.33161, 0.34907, -0.04803, -0.14422, 0.49225
0.95920, -0.36652, 0.34907, 0.36652, -0.05584, -0.15185, 0.48591
1.01510, -0.38397, 0.38397, 0.38397, -0.06206, -0.15929, 0.47679
1.07270, -0.40143, 0.41888, 0.40143, -0.06838, -0.16860, 0.46927
1.12800, -0.41888, 0.45379, 0.43633, -0.07729, -0.17531, 0.46127
1.18490, -0.45379, 0.48869, 0.45379, -0.08406, -0.18359, 0.44995
1.24230, -0.47124, 0.52360, 0.47124, -0.09335, -0.18928, 0.44098
1.29940, -0.48869, 0.57596, 0.48869, -0.10053, -0.19464, 0.42814
1.35550, -0.50615, 0.59341, 0.50615, -0.10770, -0.20095, 0.41790
1.41150, -0.52360, 0.62832, 0.54105, -0.11747, -0.20514, 0.40711
1.46710, -0.54105, 0.68068, 0.55850, -0.12476, -0.20874, 0.39190
1.52420, -0.57596, 0.71558, 0.57596, -0.13447, -0.21262, 0.38032
1.58010, -0.59341, 0.75049, 0.59341, -0.14160, -0.21477, 0.36822
1.63610, -0.61086, 0.80285, 0.61086, -0.14869, -0.21662, 0.35149
1.69360, -0.62832, 0.83776, 0.62832, -0.15773, -0.21721, 0.33844
1.74950, -0.64577, 0.89012, 0.66322, -0.16436, -0.21708, 0.32053
1.80520, -0.68068, 0.94248, 0.68068, -0.17062, -0.21579, 0.30679
1.86240, -0.69813, 0.97738, 0.69813, -0.17849, -0.21396, 0.29286
1.91950, -0.71558, 1.02974, 0.71558, -0.18382, -0.21044, 0.27429
