0.00180, 0.00000, 0.00000, 0.01745, -0.00014, -0.00342, 0.53959
0.05560, -0.03491, 0.00000, 0.03491, -0.00034, -0.01049, 0.53933
0.11360, -0.05236, 0.01745, 0.05236, -0.00078, -0.01686, 0.53887
0.16940, -0.06981, 0.03491, 0.08727, -0.00132, -0.02377, 0.53800
0.22650, -0.10472, 0.03491, 0.10472, -0.00245, -0.03377, 0.53709
0.28440, -0.12217, 0.05236, 0.12217, -0.00366, -0.04172, 0.53590
0.33910, -0.13963, 0.08727, 0.13963, -0.00526, -0.05282, 0.53382
0.39700, -0.15708, 0.10472, 0.15708, -0.00791, -0.06117, 0.53194
0.45420, -0.17453, 0.12217, 0.17453, -0.01037, -0.06967, 0.52884
0.51140, -0.20944, 0.13963, 0.20944, -0.01428, -0.08111, 0.52618
0.56610, -0.22689, 0.17453, 0.22689, -0.01779, -0.08999, 0.52298
0.62210, -0.24435, 0.19199, 0.24435, -0.02152, -0.10122, 0.51836
0.67920, -0.26180, 0.22689, 0.26180, -0.02713, -0.10972, 0.51436
0.73640, -0.27925, 0.24435, 0.27925, -0.03178, -0.11817, 0.50836
0.79260, -0.29671, 0.27925, 0.29671, -0.03670, -0.12907, 0.50340
0.84840, -0.33161, 0.29671, 0.33161, -0.04379, -0.13717, 0.49794
0.90390, -0.34907, 0.33161, 0.34907, -0.04941, -0.14501, 0.49000
0.96170, -0.36652, 0.36652, 0.36652, -0.05734, -0.15517, 0.48349
1.01750, -0.38397, 0.40143, 0.38397, -0.06358, -0.16250, 0.47648
1.07330, -0.40143, 0.43633, 0.40143, -0.07001, -0.17187, 0.46631
1.13030, -0.41888, 0.47124, 0.41888, -0.07897, -0.17843, 0.45819
1.18520, -0.45379, 0.50615, 0.45379, -0.08581, -0.18462, 0.44673
1.24270, -0.47124, 0.54105, 0.47124, -0.09282, -0.19222, 0.43736
1.29870, -0.48869, 0.57596, 0.48869, -0.10230, -0.19744, 0.42754
1.35630, -0.50615, 0.61086, 0.50615, -0.10935, -0.20312, 0.41407
1.41430, -0.52360, 0.64577, 0.54105, -0.11813, -0.20570, 0.40506
1.47150, -0.54105, 0.66322, 0.55850, -0.12422, -0.20692, 0.39487
1.52860, -0.57596, 0.68068, 0.57596, -0.13138, -0.20654, 0.38913
1.58450, -0.59341, 0.69813, 0.59341, -0.13640, -0.20502, 0.38472
1.64050, -0.61086, 0.69813, 0.61086, -0.14110, -0.20186, 0.38073
1.69730, -0.62832, 0.69813, 0.64577, -0.14700, -0.19887, 0.37872
1.75380, -0.64577, 0.69813, 0.66322, -0.15130, -0.19545, 0.37674
1.81100, -0.68068, 0.69813, 0.68068, -0.15695, -0.19031, 0.37548
1.86850, -0.69813, 0.69813, 0.69813, -0.16090, -0.18631, 0.37443
1.92450, -0.71558, 0.68068, 0.71558, -0.16471, -0.18077, 0.37312
1.98060, -0.73304, 0.68068, 0.73304, -0.16955, -0.17644, 0.37213
2.03640, -0.75049, 0.68068, 0.76794, -0.17295, -0.17219, 0.37072
2.09190, -0.78540, 0.66322, 0.78540, -0.17631, -0.16652, 0.36940
2.14790, -0.78540, 0.66322, 0.80285, -0.18030, -0.16265, 0.36791
2.20520, -0.78540, 0.66322, 0.82030, -0.18276, -0.15927, 0.36549
2.26100, -0.78540, 0.66322, 0.83776, -0.18511, -0.15583, 0.36340
2.31710, -0.78540, 0.66322, 0.87266, -0.18618, -0.15405, 0.36106
2.37430, -0.78540, 0.66322, 0.89012, -0.18660, -0.15294, 0.35790
2.43040, -0.78540, 0.64577, 0.90757, -0.18623, -0.15296, 0.35532
2.48660, -0.78540, 0.64577, 0.92502, -0.18532, -0.15366, 0.35192
2.54190, -0.78540, 0.64577, 0.94248, -0.18390, -0.15553, 0.34922
2.59920, -0.78540, 0.64577, 0.97738, -0.18137, -0.15745, 0.34650
2.65560, -0.78540, 0.64577, 0.99484, -0.17913, -0.16045, 0.34291
2.71320, -0.78540, 0.64577, 1.01229, -0.17576, -0.16292, 0.34005
2.76940, -0.78540, 0.64577, 1.02974, -0.17310, -0.16535, 0.33630
2.82660, -0.78540, 0.64577, 1.04720, -0.17040, -0.16838, 0.33350
2.88270, -0.78540, 0.64577, 1.08210, -0.16698, -0.17037, 0.33068
2.93920, -0.78540, 0.66322, 1.09956, -0.16461, -0.17243, 0.32704
2.99600, -0.78540, 0.66322, 1.11701, -0.16195, -0.17350, 0.32439
3.05200, -0.78540, 0.66322, 1.13446, -0.16030, -0.17411, 0.32094
3.10970, -0.78540, 0.66322, 1.15192, -0.15901, -0.17422, 0.31842
3.16520, -0.78540, 0.66322, 1.16937, -0.15798, -0.17378, 0.31606
3.22240, -0.78540, 0.66322, 1.20428, -0.15762, -0.17290, 0.31291
3.28040, -0.78540, 0.66322, 1.22173, -0.15766, -0.17116, 0.31063
3.33640, -0.78540, 0.66322, 1.23918, -0.15801, -0.16947, 0.30758
3.39220, -0.78540, 0.66322, 1.25664, -0.15876, -0.16687, 0.30533
3.44990, -0.78540, 0.66322, 1.27409, -0.15945, -0.16469, 0.30306
3.50620, -0.78540, 0.66322, 1.29154, -0.16015, -0.16167, 0.30004
3.56360, -0.78540, 0.66322, 1.32645, -0.16096, -0.15939, 0.29777
3.61910, -0.78540, 0.64577, 1.34390, -0.16141, -0.15720, 0.29478
3.67630, -0.78540, 0.64577, 1.36136, -0.16164, -0.15444, 0.29256
3.73270, -0.78540, 0.64577, 1.37881, -0.16157, -0.15260, 0.29038
3.78870, -0.78540, 0.64577, 1.39626, -0.16121, -0.15048, 0.28750
3.84730, -0.78540, 0.64577, 1.43117, -0.16028, -0.14920, 0.28542
3.90390, -0.78540, 0.64577, 1.44862, -0.15927, -0.14815, 0.28266
3.96150, -0.78540, 0.64577, 1.46608, -0.15755, -0.14710, 0.28067
4.01690, -0.78540, 0.64577, 1.48353, -0.15602, -0.14655, 0.27801
4.07620, -0.78540, 0.64577, 1.50098, -0.15368, -0.14602, 0.27605
4.13390, -0.78540, 0.64577, 1.53589, -0.15182, -0.14572, 0.27344
4.19550, -0.78540, 0.64577, 1.55334, -0.14923, -0.14535, 0.27156
4.25170, -0.78540, 0.64577, 1.57079, -0.14724, -0.14503, 0.26906
4.30900, -0.78540, 0.64577, 1.58825, -0.14469, -0.14447, 0.26717
4.36820, -0.78540, 0.64577, 1.60570, -0.14320, -0.14426, 0.26559
4.42790, -0.78540, 0.64577, 1.60570, -0.14224, -0.14455, 0.26541
4.48840, -0.78540, 0.64577, 1.60570, -0.14213, -0.14524, 0.26606
4.54590, -0.78540, 0.64577, 1.60570, -0.14251, -0.14578, 0.26681
4.60320, -0.78540, 0.64577, 1.60570, -0.14301, -0.14620, 0.26776
4.65960, -0.78540, 0.64577, 1.60570, -0.14374, -0.14642, 0.26826
4.71760, -0.78540, 0.64577, 1.60570, -0.14424, -0.14630, 0.26854
4.77310, -0.78540, 0.64577, 1.60570, -0.14467, -0.14582, 0.26860
4.82980, -0.78540, 0.64577, 1.60570, -0.14517, -0.14530, 0.26852
4.88820, -0.78540, 0.64577, 1.60570, -0.14550, -0.14455, 0.26836
4.94600, -0.78540, 0.64577, 1.60570, -0.14592, -0.14400, 0.26824
5.00350, -0.78540, 0.64577, 1.60570, -0.14620, -0.14352, 0.26814
5.05880, -0.78540, 0.64577, 1.60570, -0.14654, -0.14304, 0.26813
5.11740, -0.78540, 0.64577, 1.60570, -0.14676, -0.14281, 0.26816
5.17280, -0.78540, 0.64577, 1.60570, -0.14690, -0.14265, 0.26820
5.22920, -0.78540, 0.64577, 1.60570, -0.14700, -0.14263, 0.26825
5.28660, -0.78540, 0.64577, 1.60570, -0.14698, -0.14270, 0.26828
5.34530, -0.78540, 0.64577, 1.60570, -0.14684, -0.14287, 0.26828
5.40170, -0.78540, 0.64577, 1.60570, -0.14668, -0.14306, 0.26829
5.46130, -0.78540, 0.64577, 1.60570, -0.14640, -0.14336, 0.26829
5.51690, -0.78540, 0.64577, 1.60570, -0.14616, -0.14360, 0.26827
5.57700, -0.78540, 0.64577, 1.60570, -0.14584, -0.14392, 0.26825
5.63520, -0.78540, 0.64577, 1.60570, -0.14562, -0.14414, 0.26824
5.69470, -0.78540, 0.64577, 1.60570, -0.14537, -0.14441, 0.26824
5.75020, -0.78540, 0.64577, 1.60570, -0.14522, -0.14456, 0.26822
5.80700, -0.78540, 0.64577, 1.60570, -0.14511, -0.14470, 0.26821
5.86460, -0.78540, 0.64577, 1.60570, -0.14505, -0.14476, 0.26823
5.92090, -0.78540, 0.64577, 1.60570, -0.14506, -0.14478, 0.26824
5.97850, -0.78540, 0.64577, 1.60570, -0.14511, -0.14474, 0.26825
