0.00250, 0.01745, 0.00000, 0.01745, -0.00004, -0.00385, 0.53963
0.05370, 0.03491, 0.00000, 0.03491, 0.00021, -0.00905, 0.53938
0.10990, 0.05236, 0.01745, 0.05236, 0.00056, -0.01507, 0.53882
0.16700, 0.06981, 0.01745, 0.06981, 0.00131, -0.02412, 0.53820
0.22310, 0.08727, 0.03491, 0.10472, 0.00214, -0.03155, 0.53701
0.28160, 0.12217, 0.05236, 0.12217, 0.00329, -0.04229, 0.53576
0.33750, 0.13963, 0.06981, 0.13963, 0.00530, -0.05039, 0.53428
0.39540, 0.15708, 0.10472, 0.15708, 0.00726, -0.06173, 0.53173
0.45350, 0.17453, 0.12217, 0.19199, 0.01046, -0.07013, 0.52951
0.50910, 0.19199, 0.13963, 0.20944, 0.01337, -0.07881, 0.52582
0.56560, 0.22689, 0.17453, 0.22689, 0.01781, -0.09025, 0.52280
0.62170, 0.24435, 0.19199, 0.24435, 0.02162, -0.09884, 0.51929
0.67860, 0.26180, 0.22689, 0.26180, 0.02579, -0.11019, 0.51399
0.73520, 0.27925, 0.24435, 0.27925, 0.03189, -0.11850, 0.50959
0.79000, 0.29671, 0.27925, 0.31416, 0.03691, -0.12681, 0.50296
0.84690, 0.33161, 0.29671, 0.33161, 0.04214, -0.13749, 0.49755
0.90270, 0.34907, 0.33161, 0.34907, 0.04966, -0.14537, 0.49160
0.96030, 0.36652, 0.36652, 0.36652, 0.05555, -0.15296, 0.48288
1.01580, 0.38397, 0.40143, 0.38397, 0.06386, -0.16279, 0.47595
1.07200, 0.40143, 0.41888, 0.41888, 0.07031, -0.16979, 0.46844
1.12770, 0.43633, 0.47124, 0.43633, 0.07697, -0.17861, 0.45767
1.18540, 0.45379, 0.50615, 0.45379, 0.08602, -0.18476, 0.44905
1.24120, 0.47124, 0.54105, 0.47124, 0.09309, -0.19060, 0.43670
1.29690, 0.48869, 0.57596, 0.48869, 0.10025, -0.19755, 0.42691
1.35290, 0.50615, 0.61086, 0.52360, 0.10981, -0.20228, 0.41651
1.41050, 0.52360, 0.64577, 0.54105, 0.11708, -0.20644, 0.40196
1.46750, 0.55850, 0.69813, 0.55850, 0.12673, -0.21107, 0.39067
1.52340, 0.57596, 0.73304, 0.57596, 0.13399, -0.21387, 0.37878
1.57940, 0.59341, 0.76794, 0.59341, 0.14109, -0.21658, 0.36236
1.63490, 0.61086, 0.82030, 0.61086, 0.15039, -0.21782, 0.34973
1.69070, 0.62832, 0.87266, 0.62832, 0.15713, -0.21836, 0.33231
1.74680, 0.66322, 0.90757, 0.66322, 0.16373, -0.21799, 0.31886
1.80270, 0.68068, 0.94248, 0.68068, 0.17194, -0.21686, 0.30514
1.86020, 0.69813, 0.99484, 0.69813, 0.17780, -0.21498, 0.28653
1.91600, 0.71558, 1.04720, 0.71558, 0.18486, -0.21138, 0.27239
1.97170, 0.73304, 1.08210, 0.73304, 0.18966, -0.20783, 0.25813
2.02850, 0.76794, 1.13446, 0.76794, 0.19360, -0.20136, 0.24032
2.08630, 0.78540, 1.16937, 0.78540, 0.19774, -0.19582, 0.22988
2.14370, 0.78540, 1.18682, 0.80285, 0.20025, -0.18820, 0.21954
2.20240, 0.78540, 1.20428, 0.82030, 0.20303, -0.18323, 0.21442
2.25840, 0.78540, 1.22173, 0.83776, 0.20466, -0.17920, 0.21008
2.31560, 0.78540, 1.22173, 0.85521, 0.20581, -0.17535, 0.20805
2.37160, 0.78540, 1.22173, 0.89012, 0.20636, -0.17364, 0.20665
2.42750, 0.78540, 1.22173, 0.90757, 0.20593, -0.17277, 0.20514
2.48340, 0.78540, 1.22173, 0.92502, 0.20412, -0.17273, 0.20407
2.54060, 0.78540, 1.22173, 0.94248, 0.20192, -0.17342, 0.20297
2.59650, 0.78540, 1.22173, 0.95993, 0.19912, -0.17499, 0.20145
2.65230, 0.78540, 1.20428, 0.97738, 0.19458, -0.17655, 0.20027
2.70820, 0.78540, 1.20428, 1.01229, 0.19081, -0.17826, 0.19874
